"id","estimate_id","pass","description","price"
55740,198336,,"Labor on a/c",90.00
55741,198337,,"Install own hub assembly - right front",135.00
55742,198338,,"Install converter and shield",144.00
55743,198338,,"Install sway bar end links",78.00
55744,188947,,,
55745,198339,,"Mount and balance one tire",20.00
55746,198339,,"Illinois user fee and disposal",6.00
55747,198338,,"Towing",35.00
55748,198338,,,
55749,198340,,"Install battery",0.00
55750,198340,0,,
55751,198340,,,
55752,198341,,"Install cruise control sensor",50.00
55753,198341,,"Install front brake pads and rotors",135.00
55754,198342,,"Install and reprogram three tire sensors",150.00
55755,198342,,"Install right front wheel speed harness",95.00
55756,198342,,"Install passenger side termperature door actuator",140.00
55757,198342,,,
55758,198343,,"Install power steering pump",180.00
55759,198343,,"Right front tire repair",20.00
55760,198344,,"Install right front hub assembly",135.00
55761,198345,,"Install blower motor",95.00
55762,198345,,,
55763,198346,,"Towing",35.00
55764,198346,,"Install starter",95.00
55765,198345,,,
55766,198347,,"Install front sway bar end links",150.00
55767,198348,,"Rotate tires",20.00
55768,198348,,"Install serpentine belt and a/c belt",70.00
55769,198349,,"Install right front hub assembly",117.00
55770,198349,1,"Install thermostat and flush heater core",90.00
55771,198348,,,
55772,198350,,"Install rear brake pads",90.00
55773,198351,0,,0.00
55774,198352,,"Install front brake pads and rotors",135.00
55775,198352,,"Rotate tires",0.00
55776,198353,,"Install front and rear brake pads and rotors",280.00
55777,198353,,"Change own oil",20.00
55778,198353,,"Install front stabilizer bar end links",50.00
55779,198354,0,,0.00
55780,198355,,"Install front sway bar end links",90.00
55781,198356,,"Install serpentine belt",45.00
55782,198356,,"Install spark plugs",60.00
55783,198356,,"Install front brake pads and rotors",135.00
55784,198356,,"Flush cooling system",65.00
55785,198357,0,,0.00
55786,198358,,"Install battery, clean terminals",0.00
55787,198359,,"Install spark plugs",180.00
55788,198359,,"Remove broken plugs",200.00
55789,198360,0,,0.00
55790,198361,,"Install rear brake pads and rotors",130.00
55791,198361,,,
55792,198362,,"Install front brake pads and rotors",135.00
55793,185583,,,
55794,198363,,"Mount and balance two tires",40.00
55795,198363,,"Ilinois state user fee and disposal",12.00
55796,198364,,"Change own oil",20.00
55797,198365,,"Repair power steering return hose, clamps, fluid",95.00
55798,198366,,"Install fuel pump assembly",270.00
55799,198367,,"Install thermostat, flush heater core",80.00
55800,198368,,"Install battery",0.00
55801,198369,,"Tires, labor for power washer",65.00
55802,198370,,"Install a/c line",190.00
55803,198370,,"Mount and balance one tire and disposal",23.00
55804,198371,,"Rotate tires",20.00
55805,198372,0,,0.00
55806,198373,0,,0.00
55807,198374,,"Install intake runner actuator and intake gasket",180.00
55808,198374,,"Install right side cmashaft solenoid",180.00
55809,198374,,"Install rear brake pads and rotors",135.00
55810,198375,,"Scan computer, install #3 plug and ignition coil",95.00
55811,185991,,,
55812,198376,,"Install struts",225.00
55813,198377,,"Install front brake pads, rear brake pads and rotors",225.00
55814,198378,,"Install battery",0.00
55815,183590,,,
55816,198379,,"Install driver side window motor w/regulator",90.00
55817,198380,,"Install radiator cap",0.00
55818,198381,,"Towing",35.00
55819,198381,,"Install starter",140.00
55820,198382,,"Install 12 rocker arms on left bank, plenum gaskets and valve cover gaskets, install spark plugs",360.00
55821,198383,,"Scan computer, install oxygen sensor",120.00
55822,198383,,"Smoke test for evap leak",70.00
55823,198384,,"Towing",75.00
55824,198384,,"Install 2 converters, muffler, tailpipe, intermediate pipe, oxygen sensor",290.00
55825,198385,0,,0.00
55826,198386,,"Install driver side mirror",54.00
55827,198387,,"Install water pump",190.00
55828,198388,,"Install own starter",95.00
55829,198388,,"Towing",75.00
55830,198389,,"Re-place three rear bulbs",25.00
55831,198390,,"Install front brake pads, re-surface front rotors",175.00
55832,198392,,"Install headlight assemblies",54.00
55833,198392,,"Shipping cost",30.00
55834,198393,,"Install turn signal switch",126.00
55835,198393,,"Install steering shaft",72.00
55836,198394,0,,0.00
55837,198395,0,,0.00
55838,198396,,"Scan computer, install egr valve",135.00
55839,198396,,"Install rear sway bar end links",90.00
55840,198397,,"Labor on shield",72.00
55841,198398,,"Install front brake pads and rotors, rear brake pads",225.00
55842,198398,,"Flush antifreeze",69.95
55843,198399,,"Install front brake pads, rotors, rear brake pads, rotors, and left front caliper",270.00
55844,187148,,,
55845,198400,,"Install left rear axle bearing",135.00
55846,198401,,"Rotate tires",20.00
55847,198402,,"Install gas cap",0.00
55848,198403,,"Install rear brakes and rotors",120.00
55849,198404,0,,0.00
55850,66403,,,
55851,198404,,"Install battery",0.00
55852,198406,,"Install battery",0.00
55853,198405,,"Scan computer, installl #1 ignition coil",80.00
55854,198407,,"Scan computer, install evap purge solenoid",120.00
55855,198407,,"Install battery",0.00
55856,198407,,"Gasoline",33.00
55857,198408,,"Scana computer, install oxygen sensor",110.00
55858,198407,,,
55859,198409,,"Towing",35.00
55860,198409,,"Install belt",50.00
55861,180344,,,
55862,198410,0,,0.00
55863,198411,0,,0.00
55864,198412,,"Install left rear and right rear leaf spring bushings and right rear bracket",270.00
55865,198413,,"Rotate tires",20.00
55866,198414,,"Install starter",90.00
55867,198414,,"Install rear pads, rotors, and left rear caliper",135.00
55868,198415,,"Towing",80.00
55869,198415,,"Install intake gaskets, valve cover gaskets",675.00
55870,198415,,"Scan computer, check compression, install spark plug",48.00
55871,198415,,,
55872,198415,,"Grease fittings to 4WD",0.00
55873,198416,0,,0.00
55874,185311,,,
55875,187030,,,
55876,198417,,"Change own oil",10.00
55877,198418,0,"Miles: 70,310",0.00
55878,198418,,,
55879,198419,,"Install spark plugs and wires",135.00
55880,198420,,"Labor on cab",280.00
55881,198421,,"Install deflectors",45.00
55882,198422,,"Install power steering pump",180.00
55883,198423,,"Scan computer, smoke test, tighten clamps around filler neck",45.00
55884,198424,0,,0.00
55885,198425,,"Install blower motor and resistor - under warranty",0.00
55886,198426,,"Repair wiring from squirrel damage",180.00
55887,198427,0,,0.00
55888,198428,0,,0.00
55889,198429,,"Repair wiper linkeage",50.00
55890,198430,,"Install water pump and radiator",360.00
55891,198430,,"Install ball joints",140.00
55892,113206,,,
55893,113206,,,
55894,198431,,"Flush heater core",75.00
55895,198432,,,0.00
55896,198433,,,0.00
55897,198434,0,,0.00
55898,198435,,"Bleed brake system",50.00
55899,198436,,"Scan computer, repair wiring, and install #5 fuel injector",270.00
55900,198437,,"Install water pump",180.00
55901,198438,,"Install battery",0.00
55902,198438,,"Left front tire repair",0.00
55903,198439,,"Scan computer, install oxygen sensor",90.00
55904,198439,,"Install thermostat",180.00
55905,198440,,,
55906,198441,0,,0.00
55907,198442,0,,0.00
55908,68099,,,
55909,198442,,"Install wiper blades",0.00
55910,198440,,"Remove fuel tank, and replace fuel line",315.00
55911,198443,0,,0.00
55912,198444,,"Towing",35.00
55913,198445,,"Install left front wheel bearings",90.00
55914,198446,,"Install lead frame and connector seals",360.00
55915,185111,,,
55916,198447,0,,0.00
55917,198448,,"Install starter",95.00
55918,198449,,"Install lenses",0.00
55919,198450,,"Install spark plugs",90.00
55920,198451,,"Scan computer, install thermostat housing",110.00
55921,198451,,"Flush radiator, re-fill with antifreeze",68.95
55922,198452,,"Install front brake pads and rotors",135.00
55923,198453,,"Install headlight",0.00
55924,180573,,,
55925,198453,,,
55926,198454,0,,0.00
55927,198455,,"Scan computer, install purge valve",90.00
55928,198456,,"Install stabilizer end links, frame bushings, rack and pinion bellows, 2 outer tie rods, left lower ball joint and 2 upper control arms",532.00
55929,198457,0,,0.00
55930,198458,,"Install spark plugs",195.00
55931,198459,0,,0.00
55932,198460,,"Install left front window regulator w/motor and repair ground wiring",180.00
55933,198460,,"Install spark plugs and wires",180.00
55934,198461,,"Repair rear defroster wiring",90.00
55935,198461,,"Install left termperature blend door actuator",180.00
55936,198462,,"Install radiator",144.00
55937,198462,,"Install lower ball joints",360.00
55938,198462,,"Mount and balance one tire",20.00
55939,198462,,"Tire user fee and disposal",6.00
55940,198463,,"Rotate tires",20.00
55941,198464,,"Install washer pump, headlight, brake light and fog light",90.00
55942,198465,,"Mount and balance four tires",80.00
55943,198465,,"Illinois tire fee and disposal",24.00
55944,180065,,,
55945,198466,,"Install bank 2 sensor 2 oxygen sensor",135.00
55946,198466,,"Install fog light",0.00
55947,198467,,"Install alternator",135.00
55948,198467,,,
55949,198468,,"Scan computer, install oxygen sensor",90.00
55950,198469,,"0",0.00
55951,198469,,"Install battery",0.00
55952,198470,,"Install rear driveshaft center support bearing",135.00
55953,198470,,"Install rear ujoints",135.00
55954,198470,,"Rotate tires",20.00
55955,198471,,"Paid on account - $500.00",0.00
55956,198471,,,
55957,198472,,"Towing  from 534 St. Louis St in Edwardsville to 4007 Pontoon Road
Pontoon Beach, IL",80.00
55958,198472,,"Charge for dolly hook up",50.00
55959,198472,,,
55960,198469,,,
55961,198473,0,,0.00
55962,198323,,,
55963,198415,,,
55964,198474,,"Flush coolant",68.95
55965,188956,,,
55966,198475,0,,0.00
55967,198476,,"Repair wiring between left rear door and body",120.00
55968,198477,,"Install power steering pump",135.00
55969,198478,0,,0.00
55970,198479,,"Mount and balance four tires",80.00
55971,198479,,"Illinois user fee and disposal",24.00
55972,198480,0,,0.00
55973,198482,0,,0.00
55974,198483,,"Install exhaust camshaft - front bank",450.00
55975,198484,,"Install front brake pads and rotors",135.00
55976,198485,,"Re-torque strut bracket bolts",90.00
55977,198486,,"Install starter",88.00
55978,198486,,"Flush cooling system",40.00
55979,198487,,"Towing",40.00
55980,198487,,"Check electrical system, do compression check, re-charge battery",80.00
55981,198488,,"Repair wiring",150.00
55982,198489,,"Install filters",0.00
55983,198489,,"Install serpentine belt",90.00
55984,110615,,,
55985,198490,,"Repair wiring to dash",135.00
55986,198491,0,,0.00
55987,198493,,"Install alternator, idler pulley",135.00
55988,198471,,,
55989,198494,,"Change own oil",20.00
55990,198495,,"Labor on pulley, belt and tensioner",90.00
55991,198496,,"Install converter",90.00
55992,198496,,"Install right outer tie rod and stabilizer bar end links",90.00
55993,198497,,"Mount and balance 2 tires",40.00
55994,198497,,"Illinois state user fee and disposal",12.00
55995,198497,,,
55996,198498,,"Install ball joint",135.00
55997,198499,0,,0.00
55998,198500,,"Bypass a/c, install belt",30.00
55999,198501,,"Repair power steering cooler line",135.00
56000,198502,,"Change own oil - Car #440",20.00
56001,198503,,,
56002,198503,,"Scan computer, install purge valve",90.00
56003,198504,0,,0.00
56004,198505,,"Install parking brake shoes",135.00
56005,198505,,"Drill and tap broken bolts in steering column and repair shifter",155.00
56006,198505,,,
56007,198504,,"Miles: 118,660",
56008,198506,,"Install hub assembly",90.00
56009,198506,,"Install sway bar links",45.00
56010,198507,,"Remove gas tank, repair fuel line",270.00
56011,198507,,"Re-seal transmission pan",75.00
56012,198507,,"Repair abs wiring",90.00
56013,198323,,,
56014,198508,,"Install purge valve",47.50
56015,198509,,"Scan computer, install thermostat",95.00
56016,198510,,"Install coolant resevoir",45.00
56017,198511,,"Install left rear hub assembly",120.00
56018,198511,,"Flush heater and cooling system, re-fill with new antifreeze",120.00
56019,198512,,"Rotate tires",20.00
56020,198513,,"Change own oil",10.00
56021,183272,,,
56022,198514,,"Install spark plugs",160.00
56023,198515,0,,0.00
56024,198516,0,,0.00
56025,198517,,"Scan computer, charge battery, re-program ignition key",95.00
56026,198517,,"Towing",65.00
56027,198517,,,
56028,198518,0,,0.00
56029,198519,,"Install water pump",142.50
56030,198520,,"Install water pump, tensioner pulley",95.00
56031,198521,,"Repair wiring to left rear taill light",95.00
56032,198522,,"Replace belt and tensioner",47.50
56033,198522,,"Clean throttle body",47.50
56034,198522,,"Replace right motor mount",95.00
56035,198523,,"Install front brake pads and rotors",135.00
56036,198524,,"Switch front calipers",95.00
56037,198524,,,
56038,198525,0,,0.00
56039,198526,,"Mount and balance two tires",40.00
56040,198526,,"Illinois tire user fee and disposal",12.00
56041,198527,,"Install intake manifold",475.00
56042,183975,,,
56043,198528,,"Install left front hub assembly",80.00
56044,198528,,"Labor on coils",40.00
56045,198528,,,
56046,198529,,"Install rear brake shoes and rear wheel cylinders",135.00
56047,198529,,"Labor on headlight relay",90.00
56048,198530,,"Mount and balance two tires (own)",40.00
56049,198530,,"Disposall",6.00
56050,198531,,"Scan computer, install vent solenoid, test drive for emissions",200.00
56051,198532,0,,0.00
56052,198533,,"Install and re-program body control module",150.00
56053,198534,,"Install driver side window motor w/regulator",90.00
56054,198534,,"Install own headlights",72.00
56055,198534,,"Install front center dome light assembly",90.00
56056,198535,,"Scan computer, install left rear tail light assembly",45.00
56057,198536,,"Install headlight",108.00
56058,198448,,"Install choke thermostat",48.00
56059,198537,,"Install battery",0.00
56060,198538,,"Scan computer, install thermostat with housing",100.00
56061,198538,,"Cooling system flush",69.95
56062,1131265,,,
56063,198539,0,,0.00
56064,198540,,"Install used rear end, two ujoints",300.00
56065,198540,,,
56066,198541,0,,0.00
56067,198541,0,,0.00
56068,183747,,,
56069,188017,,,
56070,198542,,"Install own rear upper and lower control arms, sway bar links",225.00
56071,198543,,"Scan computer, smoke test for evap leak. Install vapor solenoid",200.00
56072,198543,,,
56073,198544,,"Left front tire repair",20.00
56074,198545,,"Clean throttle body",45.00
56075,198546,,"Towing",40.00
56076,198546,,"Install fuel pressure line",190.00
56077,198546,,"Install battery",0.00
56078,198547,0,,0.00
56079,198171,,,
56080,198171,,,
56081,198548,,"Install left and right front struts",207.00
56082,198549,0,,0.00
56083,198550,0,,0.00
56084,198550,0,,
56085,198551,,"Install battery",0.00
56086,198552,,"Repair threads for lug nut",45.00
56087,198553,,"Install spak plugs, repair chewed wiring to the #4 coil",210.00
56088,198553,,,
56089,198554,,"Scan computer, install thermostat, test for emissions",170.00
56090,198554,,,
56091,198555,0,,0.00
56092,198556,,"Install water pump",180.00
56093,198557,,"Flush antifreeze",60.00
56094,198558,,"Scan computer, install thermostats and temperature sensor",135.00
56095,198559,0,,0.00
56096,198559,,"Rotate tires",20.00
56097,198560,0,,0.00
56098,198561,,"Left rear tire repair",20.00
56099,198562,,"Install ignition switch",90.00
56100,198563,,"Install rack and pinion steering gear and power steering pump",310.00
56101,198563,,,
56102,198563,,,
56103,198563,,,
56104,198561,,,
56105,198561,,"Install heater core",495.00
56106,198564,0,,0.00
56107,198565,,"Scan computer, install purge valve",90.00
56108,198566,,"Install bearing",120.00
56109,198567,,"Install rear brake pads and rotors",135.00
56110,198568,0,,0.00
56111,198543,,,
56112,198569,,"Install front and rear brake pads",180.00
56113,198570,,"Install re-circulation door actuator",210.00
56114,198571,,"Tire repair",20.00
56115,198571,,"Install and re-program tire pressure monitor sensor",45.00
56116,198572,,"Tire repair - Passenger front",20.00
56117,198572,,,
56118,198573,,"Install front brake pads and rotors",135.00
56119,198574,0,,0.00
56120,198575,,"Install alternator",230.00
56121,187006,,,
56122,198577,0,,0.00
56123,198339,,,
56124,198578,,"Mount and balance one tire",20.00
56125,198578,,"Tire disposal and tire fee",6.00
56126,198579,,"Install converters",270.00
56127,198580,,"Towing",30.00
56128,198580,,"Install battery",0.00
56129,198581,0,,0.00
56130,198583,,"Install own lights",75.00
56131,185797,,,
56132,198584,,"Change own oil",20.00
56133,198584,,"Replace brake lines",95.00
56134,198584,,"Towing",30.00
56135,198584,,,
56136,198585,,"Install sway bar end links",50.00
56137,198586,,"Scan computer, install both camshaft solenoids",90.00
56138,198586,,"Install right rear hub assembly",117.00
56139,198587,0,,0.00
56140,198588,0,,0.00
56141,198589,,"Repair wiring to ecm",380.00
56142,198589,,"Install right front speed sensor",145.00
56143,198590,,"Install six brake lines",285.00
56144,198591,,"Scan computer, install oxygen sensor",120.00
56145,198592,,"Install fuel filter",45.00
56146,198592,,"Install serpentine belt",45.00
56147,198593,,"Install spark plugs",90.00
56148,198594,,"Clean corroded rim and re-seal tire on left front",20.00
56149,198595,,"Towing",94.00
56150,198595,,"Install lower radiator hose, pressure cooling system",95.00
56151,198596,,"Scan computer, install thermostat and housing",150.00
56152,198597,0,,0.00
56153,198598,,"Rotate tires",20.00
56154,198599,0,,0.00
56155,198599,,,
56156,198600,,"Install intake gasket set",195.00
56157,198602,,"Towing from Glen Carbon, IL to Pontoon Beach, IL",0.00
56158,198602,,,
56159,198603,,"Install blend door actuator",290.00
56160,198603,,,
56161,198604,,"Install front brake pads and rotors",135.00
56162,198605,,"Install headlight",0.00
56163,198606,,"Install water pump, ignition coil",175.00
56164,198607,0,,0.00
56165,198808,0,,0.00
56166,198608,,"Install battery",0.00
56167,198809,,"Install heater hoses",180.00
56168,198810,,"Install plugs, wires, cap and rotor",150.00
56169,198811,0,,0.00
56170,198812,,"Install window switch",50.00
56171,198813,,"Mount and balance four tires",80.00
56172,198813,,"Tire disposal",12.00
56173,198814,0,,0.00
56174,198815,,"Install front brake pads",90.00
56175,198816,,,0.00
56176,198817,,"Install right front wheel bearing",225.00
56177,198818,,"Install two outer tie rod ends",90.00
56178,198819,,"Change own oil - #5348",20.00
56179,198820,,"Scan computer, smoke test for evap leak, install fuel pump assembly",180.00
56180,198821,,"Rotate tires",20.00
56181,198822,,"Re-program tpm sensors, clean brakes",60.00
56182,198823,,"Install front and rear brake pads",135.00
56183,198823,,"Rotate tires",0.00
56184,198824,,"Rotate tires",20.00
56185,198824,,"Install battery",0.00
56186,198825,,"Install spark plugs and wires",125.00
56187,198825,,"Install starter",90.00
56188,198825,,,
56189,198826,,"Install own spark plugs and wires",190.00
56190,198827,,"Repair fuel leak",95.00
56191,198827,,"Left rear tire repair",20.00
56192,198827,,"Towing",35.00
56193,198828,,"Towing",50.00
56194,198828,,"Mount and balance one tire",20.00
56195,198828,,"Tire user fee and disposal",6.00
56196,198829,,"Install battery",30.00
56197,186007,,,
56198,198830,,"Install fuel lines",240.00
56199,198830,,"Install water pump",266.00
56200,198830,,,
56201,198831,0,,0.00
56202,198832,,"Scan computer, install 2 camshaft solenoids",140.00
56203,198833,,"Install rear brake pads and rotors",140.00
56204,198834,,"Install both lower control arms",180.00
56205,198834,,"Install front outer tie rod ends",90.00
56206,198835,,"Install headlight",0.00
56207,198837,,"Repair heater hose leak",45.00
56208,198837,,"Install muffler and tail pipe",108.00
56209,198836,,"Scan computer, install evap vent solenoid",288.00
56210,198836,,"Install bulb",27.00
56211,198836,,"Repair vacuum hoses",45.00
56212,198836,,"Rotate tires",36.00
56213,198836,,,
56214,198838,,"Install own sway bar bushings and end links",95.00
56215,198838,,"Mount and balance three tires",60.00
56216,198839,0,,0.00
56217,198840,,"Install water pump",135.00
56218,198841,,"Rotate tires",20.00
56219,198842,0,,0.00
56220,198840,,,
56221,198843,,"Scan computer, install accelerator position sensor",95.00
56222,198844,,"Install brake lines",200.00
56223,198845,,"Install two batteries",0.00
56224,198846,,"Tire repair",20.00
56225,198847,,"Install battery",0.00
56226,198848,,"Scan computer, install charcoal cannister",95.00
56227,198848,,"Install hub assembly and bearing",150.00
56228,198849,,"Scan computer, install throttle body",95.00
56229,198849,,"Install accelerator pedal sensor",95.00
56230,198600,,,
56231,198850,0,,0.00
56232,198851,,"Rotate tires",20.00
56233,198852,,"Repair vacuum hose",20.00
56234,198852,,,
56235,198853,,"Install rack and pinion steering gear",333.00
56236,198853,,"Install power steering pressure hose",270.00
56237,198853,,"Flush transmission",150.00
56238,198854,0,,0.00
56239,183569,,,
56240,198855,,"Scan computer, install timing solenoid",135.00
56241,198856,,"Repair heatshield to muffler",20.00
56242,198857,,,
56243,198857,,"Install water pump, thermostat housing",135.00
56244,198858,,"Install fuel lines",300.00
56245,198858,,"Install battery",0.00
56246,198859,,"Labor on exhaust",50.00
56247,198860,0,,0.00
56248,198861,,"Install alternator",95.00
56249,198862,,"Install headlilght",95.00
56250,198863,,"Install front brake pads and rotors",135.00
56251,198863,,"Install rear brake pads",90.00
56252,198863,,"Install transfer case motor",90.00
56253,198864,,"Towing",45.00
56254,198865,,"Install valve cover gaskets",399.00
56255,198865,,"Install own alternator",135.00
56256,198867,,"Towing",35.00
56257,198867,,"Install battery",0.00
56258,198868,,"Labor on driver side door panel",45.00
56259,198870,,"Install front brake pads and rotors",135.00
56260,198871,,"Mount and balance two tires",40.00
56261,198871,,"Illinois state tire user fee",5.00
56262,198872,,"Install passenger side front headlight",20.00
56263,198873,0,,0.00
56264,198874,0,,0.00
56265,198875,0,,0.00
56266,198876,0,,0.00
56267,198877,,"Install oil cooler",200.00
56268,198878,,"Towing",35.00
56269,198878,,"Install battery",0.00
56270,198879,1,"Install 1 Used Tire Supplied by Customer",20.00
56271,198879,,,
56272,198880,,"Install front strut assemblies",295.00
56273,198881,,"Scan computer, install crank position sensor",140.00
56274,198882,,"Scan computer, install ignition control module and coil",140.00
56275,198883,0,,0.00
56276,198884,,"Labor on bulbs",20.00
56277,198885,0,,0.00
56278,198886,0,,0.00
56279,198887,,"Install front brake pads and rotors",135.00
56280,198602,,,
56281,198888,,"Install rear coil springs",190.00
56282,198889,0,,0.00
56283,198890,,"Install own running boards",90.00
56284,198891,0,,0.00
56285,198892,0,,0.00
56286,198893,0,,0.00
56287,198894,,"Install power steerng pump and pressure hose",242.00
56288,198894,,"Install transmission pan gasket, fluid",90.00
56289,198895,,"Scan computer, drop gas tank, install filler neck",190.00
56290,198896,,"Towing",40.00
56291,198896,,"Install heater hoses and connectors",45.00
56292,198897,,"Install front brake pads and rotors",135.00
56293,198897,,"Mount and balance two tires",40.00
56294,198897,,"Illinois state user fee and disposal",12.00
56295,198898,,"Scan computer, install plug and coil (#3)",135.00
56296,198898,,"Install and re-program tpms",45.00
56297,198898,,"Mount and balance 2 tires",40.00
56298,198898,,"Illinois state user fee and disposal",12.00
56299,198898,,"Rotate tires",36.00
56300,198898,,,
56301,198899,,"Install plugs, wires and fuel filter",90.00
56302,198900,,"Install battery",0.00
56303,198901,,,
56304,198901,,"Diagnostics",40.00
56305,198902,,"Install right front stabilizer end link",27.00
56306,198902,,"Install rear brake pads and rotors",135.00
56307,198902,,"Install left front hub and bearing assembly",108.00
56308,198892,0,,0.00
56309,198903,,"Remove and install blower motor and install new screws",100.00
56310,198904,,"Install spark plugs and wires",135.00
56311,198904,,"Install belt",45.00
56312,198905,,"Tire repair",20.00
56313,198906,0,,0.00
56314,188834,,"VIN #1FTFW1EF5EFC30861",
56315,198907,,"Install front shocks",63.00
56316,198907,,"Install upper ball joints",270.00
56317,198907,,"Install sway bar end links and bushings",45.00
56318,198908,,"Install front brake pads, rotors, caliper",130.00
56319,198909,0,,0.00
56320,198910,0,,0.00
56321,198911,,"Install battery",0.00
56322,198912,,"Install driver side inside door cable",125.00
56323,198912,,,
56324,198912,,,
56325,198912,,,
56326,198912,,,
56327,198913,,"Install own brake pads",95.00
56328,198914,,"Install valve cover gasket set",261.00
56329,198915,,"Install oil pressure sensor",190.00
56330,198916,,"Install belts and tensioner",95.00
56331,198917,,"Install front brake pads and rotors",120.00
56332,198918,0,,0.00
56333,180410,,,
56334,198919,,"Rotate tires",20.00
56335,198919,,"Radiator flush",75.00
56336,198920,,"Right rear tire repair",20.00
56337,198921,,"Install battery",0.00
56338,198922,,"Install oil cooler and gaskets",270.00
56339,198923,0,,0.00
56340,198924,,"Install intake manifold",340.00
56341,198924,,,
56342,198924,,,
56343,198925,,"Fuel pressure test, fuel injector balance test, exhaust back pressure test, all tests were ok. Repaired exhaust leaks",237.50
56344,198925,,"Claim #606059

Claim #606059",
56345,198925,,"Thank you, Chuck's Car Care - Tax ID#56-2422003",
56346,198926,,"Install radiator",250.00
56347,198927,0,,0.00
56348,198928,,"Perform chemical and pressure test for leaking head gasket. Test show no leak at this time",50.00
56349,198929,,"Install blower motor",45.00
56350,198930,,"Install own trailer hitch",60.00
56351,198930,,"Install left front wheel bearing",198.00
56352,198931,,"Install tpms",45.00
56353,198932,,"Install engine - 13 hours @ 80.00 per hour -
Claim #WC31199",1040.00
56354,198932,,"Diagnostics",50.00
56355,198932,,,
56356,198932,,,
56357,180197,,,
56358,187069,,,
56359,198933,0,,
56360,198933,0,,
56361,198933,0,,0.00
56362,198934,,"Install bank 1 sensor 3 oxygen sensor",95.00
56363,198935,,"Install water pump",180.00
56364,198926,,"Install thermostat",160.00
56365,198926,,"Mount and balance one tire",20.00
56366,198926,,"Illinois state user fee and disposal",6.00
56367,198936,0,,0.00
56368,198938,0,,0.00
56369,198940,,"Install wiper blades",0.00
56370,198939,,"Install turn signal bulb",10.00
56371,180197,,,
56372,198941,,"Diagnostics and install battery",63.00
56373,182021,,,
56374,198926,,,
56375,198942,,"Install both front hub assemblies",180.00
56376,198943,,"Install front brake pads",90.00
56377,198943,,"Install spark plugs, #4 coil and intake gaskets",135.00
56378,183137,,,
56379,198944,,"Change own oil",20.00
56380,198945,,"Install blower motor",45.00
56381,198946,,"Install blower motor switch and connector",100.00
56382,198946,,"Tighten belt",10.00
56383,198947,0,,0.00
56384,198948,0,,0.00
56385,198949,,"Scan computer, install spark plugs and ignition coil",110.00
56386,198950,,"Towing",50.00
56387,198950,,"Install fuel pump",180.00
56388,198951,,"Install used rear end",270.00
56389,198951,,"Flush Transmission",150.00
56390,198952,,"Bleed brakes",45.00
56391,188072,,,
56392,198953,,"Install rear brake pads and rotors",135.00
56393,198954,,"Change own oil",20.00
56394,198955,0,,0.00
56395,198955,0,,0.00
56396,198956,0,,0.00
56397,185468,,,
56398,198957,,"Install 6 spark plugs and #2 and #6 ignition coils",135.00
56399,198958,,"Install rear brake shoes, rear brake drums",90.00
56400,198959,,"Install thermostat hoursing",135.00
56401,198960,0,,0.00
56402,198961,,"Towing",75.00
56403,198961,,"Disconnect a/c compressor",45.00
56404,198962,,"Install rear brake line",135.00
56405,198963,,"Scan computer, install spark plugs and #3 ignition coil",135.00
56406,198964,0,,0.00
56407,198965,,"Install thermostat housing",135.00
56408,198966,,"Install belt and tensioner",117.00
56409,198966,,"Install and re=program tire pressure sensor",45.00
56410,184256,,,
56411,198848,,,
56412,198967,,"Install alternator",135.00
56413,198968,,"Install spark plugs, fuel filter",140.00
56414,198969,,"Flush heater core",78.00
56415,198970,0,,0.00
56416,198971,,"Tire repair",20.00
56417,198972,,"Install fuel pump",160.00
56418,198973,,"Install ignition control module",90.00
56419,198974,,"Charge battery, top off all fluids, safety check",20.00
56420,198974,,,
56421,198975,,,0.00
56422,198976,,"Install timing chain cover",540.00
56423,198977,0,,0.00
56424,198978,0,,0.00
56425,198979,,"Install blower control module",92.00
56426,198980,0,,0.00
56427,198981,,"Install battery",0.00
56428,980982,,"Install four shocks",90.00
56429,980982,,"Install front brake pads and rotors",135.00
56430,980982,,"Install brake light switch",45.00
56431,980982,,"Flush transmission",150.00
56432,198951,,,
56433,980983,,"Install right front bearing and hub, right front axle",150.00
56434,980984,,"Labor on muffler",20.00
56435,980985,,"Scan computer, install two cam actuators",150.00
56436,980986,,"Mount and balance two tires",40.00
56437,980986,,"Illinois user fee and disposal",12.00
56438,980967,,"Adjust emergency brake",45.00
56439,980987,,"Welding on muffler",45.00
56440,185075,,,
56441,980988,,"Towing",35.00
56442,980988,,"Install battery",0.00
56443,980989,,"Repair transfer case linkage and change transfer fluid",135.00
56444,980990,,"Install battery",70.00
56445,980991,0,,0.00
56446,980992,,"Labor on frozen wipers",45.00
56447,980993,,"Install battery",0.00
56448,183461,,,
56449,980994,,"Towing",35.00
56450,980994,,"Install fuel pump and fuel pump feeder",190.00
56451,980995,,"Install spark plugs",250.00
56452,980995,,"Flush heater core",55.00
56453,980995,,"Labor on driver side door",55.00
56454,980996,,"Scan computer, install plugs, wires and ignition coil",150.00
56455,980997,,"Install battery",0.00
56456,980997,,"Towng",55.00
56457,980998,,"Install starter",90.00
56458,980999,,"Towing",75.00
56459,980999,,"Install starter",100.00
56460,981000,,"Scan computer, install thermostat, flush heater core",240.00
56461,981001,,,0.00
56462,198002,,"Install battery",20.00
56463,198002,,"Towing",35.00
